IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
8090,08-Aug-23,-1,3316-20230811-001,"P20 was walking through Housekeeping and he poked his head into unit 155 where visitors were actively cooking ramen noodles. They freaked out and fled, P20 at multiple packs of ramen noodles. The group tried yelling and screaming but the bear was unfazed."
8092,22-Aug-23,0,2212-20230822-059,"Occurred between 11am and 19:20 when resident was at work. Bear entered through small 2' x 2.5' kitchen window left open. Bear simply pushed through the screen to get inside house. Bear ate many items including fruit, granola bars, muffins, fresh berries,"
8094,27-Aug-23,0,2212-20230827-066,"Purple 1 (bear 2212) GPS points indicated she was at this location at time of incident, but bear was not observed. Bear obtained dog food stored in a 40-gallon trash can with a lock on it. Resident did not think a bear could get into this food. Bear obtai"
8098,30-Aug-23,-1,2212-20230830-045,Showed up at property and saw Purple 1 (#2212) hanging around backyard of house where she recently got food reward. Chased and yelled after her but unable to get paintball rounds. Roxy returned to house and found bag of Wild Bird Seed on ground. Bear had 
8110,30-Aug-23,0,20230927-030,"Bear got gear cache at Gravel Pit Lake and obtained mackerel from panniers at site. Damage to 2 float tubes, minor damage to panniers, and obtained approximately 40 cans of mackerel. Aquatic crew discovered damage after it occurred. No bears observed, rep"
8101,01-Sep-23,0,2212-20230901-064,"Purple 1 (2212) GPS points indicated she was at this residence at noon on this day. A bear entered back of house sliding glass door that was not fully latched closed, and got multiple food items (cereal, cat treats) on top of fridge. Ate 1/4 of a brownie "
8103,02-Sep-23,-1,2212-20230902-009,Kym heard a noise at her door and found a bear paw stuck through cat door. She made noise and bear ran away. She said it was a black bear with white collar. Likely Purple 1 as she was nearby. Cat door locks automatically so the bear had to break it to get
8104,02-Sep-23,-1,20230902-138,Cheyenne awoke to a bear clawing at compost barrel in their backyard. She yelled and bear ran off. Bear did not get large food reward. Potentially licked some garbage juice. Compost barrel was damaged. This barrel was at residence before current tenant mo
8102,02-Sep-23,0,20230902-066,"A bear forced open laundry room some time between 23:30 9/1 and 12:15 9/2. Door and frame were damaged. Bear did not gain access to rest of house, and did not appear to have eaten anything. Attractants in laundry room were detergent and soap. Bear entered"
8106,04-Sep-23,-1,2212-20230904-028,Resident heard downstairs door banging and found Purple 1 (#2212) in breezeway. Resident banged and bear walked away. Bear damaged fence upon leaving backyard. Bear damaged cat door when she ripped outer framing of the cat door. Bear did not enter residen
8107,04-Sep-23,-1,20230918-004,"Bear seen ""Trying to breach into bear box, but when we woke up our dirty water bag had been bit"" [by bear]. Bear seen but unknown radio tag, collar, and color. RP: Dan Lieber dlieber@batterymetals.com"
8093,07-Sep-23,-1,3822-20230907-041,"Bear 3822 (white 42) was approached by visitors who came within 20 feet away. Bear looked at them and charged about 15 feet, coming to within 10 feet of them when finished charging. Bear was minding its own business in Cook's when the visitors approached "
8108,14-Sep-23,-1,20230914-037,"Purple 1 (bear # 2212)was on porch, attempted entry through screens (damaged them in the process) leading to the kitchen. Kids were inside, yelled at bear, she ran. Bear was gone by the time we arrived. Bear wound up in brush northwest of Rancheria. On th"
8112,11-Oct-23,-1,20231011-019,"Bear was observed eating a bag of groceries: chips, protein drinks. Was chased off but returned twice. Was squaring up and had to be aggressively ran off by running at the bear while racking a less-lethal shotgun. No bean bags were launched."
8113,26-Nov-23,0,TRASH,Animal (likely bear) bent open an overflowing trash can lid and scattered a bit of trash. Trash can lid bent out of operable condition but manager at Curry thinks her maintenance staff can fix it easily.
8116,26-Mar-24,0,,The employee locker at the Dogwood building was wide open with trash removed from locker and scattered around. One trash bag was left untouched in the open locker. There were at least 4 eggs that were obviously opened and eaten on scene. Trash included ca
8117,14-May-24,0,20240527-28,Bear got into turtle traps  in Ackerson Meadow. Obtained mackerel bait and damaged traps
8118,20-May-24,-1,20240520-61,"Two contractors in Wahoga were cooking chili dogs and sat by their fire. Green 23 (bear 2343) approached their grill that was about 10 yards or less away and ate 3 hot dogs and some cheese on the grill. Crowd formed and watched. Contractors ""told the bear"
8120,27-May-24,-1,20240530-15,Some damage was done to property in their camp site but no food or trash obtained. The party moved to east side of lake and had no further issues
8119,27-May-24,-1,20240530-14,"Visitor saw bear near camp while eating lunch, they put food in canisters and yelled the bear away easily. They went for hike and upon returning they saw bear near camp again. They made noise to little effect. Bear circledcamp and remained nearby for 40 m"
8122,31-May-24,-1,20240602-49,"Heard a noise near our tent then saw the bear next to it. We had breakfast 30m away. Bear was not impressed by our yelling, but after some time tried to climb tree. After more shouting and throwing pine cones it left. Came back after a few minutes. Per vi"
8123,31-May-24,-1,20240602-48,Backpacker reported to entrance station that a bear had ripped into their tent. They refused to fill out incident report. Employee speaking to them said they seemed cagey when asked if they had food in their tent
8124,02-Jun-24,-1,20240602-47,Multiple people yelling at bear while bear ate from backpack. Bear unaffected by yelling and rocks. Bear dragged pack across water and into forest. Bear returned 20 minutes later and was scared off
8125,04-Jun-24,-1,20240607-57,"Bit through ziplock bag holding poop supplies. Bit through plastic holder for MSR stove
Knocked over bear bin, which remained sealed. Also found holes in tent. Other hiker said they scared it off as it was pawing the tent. We had our backpacks with no foo"
8126,12-Jun-24,0,,"Hey Team,

Attached is a (poor) photo of food trash myself and Wild 26 (Matt Steele) discovered while on overnight patrol in Lyell Canyon. The packaging for the food items was obviously chewed/ripped. The tuna packet and the cap to a medication bottle had"
8132,06-Jul-24,-1,20240711-28,"untagged uncollared bear. Large, dark brown. Bear observed by 844 and 849 while checking Cathedral PA. Bear had eaten most of the food upon our arrival. Bear very non-responsive even with paintball hits. Eventually pushed bear off food pile. Fire pyro cra"
8133,06-Jul-24,-1,20240706-02,"Large, dark colored bear at granola bars, 6 crunchy. Heard bear right outside unit and heard plate drop in unit and saw bear digging through bags. Nothing damaged but food. Visitors yelled but bear did not immediately leave until it had eaten food."
8130,07-Jul-24,-1,20240707-91,"Hiker walking down HI road without headlamp. Out of corner of their eye (coming from U. Pines CG), they saw a light colored blur coming at them. They were then pushed/knocked into and the hiker felt the bear swat him. Other visitors nearby began yelling """
8131,07-Jul-24,-1,20240707-04,"Bear #2212, Purple 1. Residents in bedroom sleeping with kitchen windows open. Bear entered through kitchen window. Residents closed their bedroom door and yelled at the bear which left quickly through same window. Bear obtained sunflower seeds, chocolate"
8129,09-Jul-24,-1,20240709-04,"Bear got food, locker left unattended. Bear obtained milk, salad, and possible bread. Witnessed by YH night housing person named Steven. He told me they were up all night partying, being loud despite neighbors trying to get them to be quiet. Being rude, c"
8128,11-Jul-24,-1,20240711-26,Purple tag reported. Screen door destroyed but not worth much according to resident. Kim started banging stuff inside and the bear ran off. Bear #2212 tried to get into this house last year and destroyed cat door.
8134,17-Jul-24,-1,20240717-68,"Report of a bear at swinging bridge picnic area at 22:00. I arrived at 22:20 to a bear on food. Chased hard with paintballs. Visitors had reportedly driven on moments before, being scared by the bear. They had left a bag of food and drinks, as well as a f"
8135,19-Jul-24,-1,20240729-53,Chocolate bar left inside backpack on their picnic table. Found backpack destroyed and candy bar gone. Large dark brown bear observed
8137,20-Jul-24,-1,20240729-54,Bear obtained minimal amount of food. Found under 9738 granie court but later determined to have come from 9752 Crane Creek Road. Same brand dog food pulled from inside house the following day. See othe rincident. Purple 1 was under porch of 9738 Granite 
8140,21-Jul-24,-1,20240729-55,Container of dog food 50m from residence. Same brand of doog food was found prior day. Container opened and Kibble dog food spilled out. Spoke to resident of Ronay house and confirmed that the dog food was from their house and that it was stored inside. B
8141,21-Jul-24,-1,20240721-35,"resident of huff tent 37 was woken up at 05:00 on 7/21 to noise outside tent. When he opened his door he saw bear leaving his bear locker. He said the bear was huffing as it left, he did not have his glasses on so he didn't see details of the bear but it "
