IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
8044,2023-04-24,2:00:00,El Portal - Old,5631 Foresta Road,El Portal,Improper food storage,"Nature Bridge employee. Bear opened unlocked door handle of vehicle and became stuck inside vehicle. Bear obtained food: ghee, quinoa, sugary fizzy drinks, maybe a few other minor items. Bear was stuck in vehicle for 20 minutes. Rob and Erin arrived on scene and opened rear hatch, hazed the bear as it ran away. Car was extremely aromatic with a saccharine, fruity smell.",17,3000
8044,2023-04-24,2:00:00,El Portal - Old,5631 Foresta Road,El Portal,Improper food storage,"Nature Bridge employee. Bear opened unlocked door handle of vehicle and became stuck inside vehicle. Bear obtained food: ghee, quinoa, sugary fizzy drinks, maybe a few other minor items. Bear was stuck in vehicle for 20 minutes. Rob and Erin arrived on scene and opened rear hatch, hazed the bear as it ran away. Car was extremely aromatic with a saccharine, fruity smell.",18,40
8047,2023-04-26,,Swinging Bridge Picnic Area,Swinging Bridge north of bathroom,Yosemite Valley,Improper garbage disposal,Bear dragged trash about 100m and obtained various food items. Reported by Valley Custodial.,20,0
8049,2023-02-18,2:00:00,El Portal - Old,5529 Foresta Road,El Portal,Food Conditioned Behavior,The screen to the skylight over the bathroom was clawed by a bear in the early morning hours of 2/18. Patty heard movement above her and saw the bear's butt as it retreated. The bear had climbed onto the roof of the building the night before. The skylight is often left open day and night when unoccupied.,15,20
8050,2023-06-12,22:30:00,Merced Lake Backpackers Camp,Merced Lake,Wilderness,Unknown,"Small blonde yearling bear stole a hiker's shoe and socks. Hiker saw the bear and ""bothered it"" out of camp. He said he retrieved his shoe near the bear's ""den cave"". He also reported hearing other backpacker's attempting to scare the bear away at night.",19,50
8051,2023-05-31,23:00:00,El Portal Motor Inn,Motor Inn #24,El Portal,Food Conditioned Behavior,"Garrett Gomez was inside texting friend and heard scratching, then tearing at side of house. No windows were open. Roommate opened blinds to find a bear on side of building. They yelled and it ran away quickly. Did not gain entry into house. Neighbors also reported car door open in the morning and paw prints on seat. Bear not seen well, but likely #2212.",19,40
8052,2023-06-05,23:59:00,El Portal - Old,5631 Foresta Road,El Portal,Food Conditioned Behavior,Bear smashed back passenger door of vehicle parked in same spot as previous two break-ins associated with food rewards. Does not appear bear spent much/any time in vehicle. No damage to interior.,17,300
8055,2023-06-10,2:30:00,Hodgdon Meadow Campground,Unknown site,Big Oak Flat,Improper garbage disposal,"Bear seen getting trash at 02:30am. Scared off, then returned but did not get anything",20,0
8057,2023-06-07,,El Portal Park Headquarters,El Portal administrative complex (Death Star),El Portal,Improper garbage disposal,"Green E52 seen by 847 and 848 in an open top dumpster. Bear had obtained food trash. They hazed with paintballs, bear treed twice and then fled uphill.",20,0
8058,2023-06-26,19:00:00,El Portal - Old,9752 Crane Creek rd.,El Portal,Improper food storage,"Resident left room to laundry unlatched and external door open. Resident left house at 08:00 and returned home at 19:00. Resident arrived to find dark bear with purple tag #1 in her yard, eating a large Tupperware 1/3 full of cat food. Based on footprints, RP reports bear exited through her kitchen window, which was left open. The screen was damaged. RP chased bear off property. Video confirmation of Purple 1.",15,40
8058,2023-06-26,19:00:00,El Portal - Old,9752 Crane Creek rd.,El Portal,Improper food storage,"Resident left room to laundry unlatched and external door open. Resident left house at 08:00 and returned home at 19:00. Resident arrived to find dark bear with purple tag #1 in her yard, eating a large Tupperware 1/3 full of cat food. Based on footprints, RP reports bear exited through her kitchen window, which was left open. The screen was damaged. RP chased bear off property. Video confirmation of Purple 1.",18,5
8068,2023-07-09,14:30:00,Other/Wilderness,lake Vernon,Wilderness,Visitors afraid of bear,"The bear was coming towards our bear canister and trash which was left outside of it. We tried scaring it away but it continued its advance towards the food and ate it. We backed off and came back but the bear didn't budge. Instead, it walked towards us and grabbed my bag. On the third time, it left. As we left we saw it again. The trash was left outside near a bear cannister. The bear continued its advance and was not afraid of us. Bear ate food scraps: banana peel, onion peel, a tiny bit of beef jerky, porridge scraps. The bear bit a backpack and deformed a cup/mug. I talked to RP 7/12/23 - RL",19,10
8069,2023-06-23,18:30:00,Hetch Hetchy Other/Non-wilderness,Parking near SF Waterhouse housing area,Hetch Hetchy,Improper garbage disposal,"Bear seen eating bag of trash left by a car. Person using car alarm to scare it unsuccessfully. RP threw sticks at it to scare it away, and got garbage back.",20,0
8070,2023-07-04,16:30:00,Valley Beach,Riverside across from Housekeeping beach by Camp 6,Yosemite Valley,Improper garbage disposal,"Hotline call from resident Nick that he found 3 large bags of trash filled with food trash at beach north of HKC beach south of Camp 6. Nick reports throwing the three bags of trash away but Purple 20 obtained miscellaneous scraps including melted ice cream, onion scraps, etc. < 1000cal. Nick called into Hotline and I was able to arrive and haze Purple 20 off food and secure remainder of scraps",20,0
8072,2023-07-08,11:00:00,Yellow Pines Campground,Yellow Pines site A,Yosemite Valley,Improper food storage,"841 tracked Purple 20 to Yellow Pines and discovered a dog at the Climbing Stewards site leashed to a table with dog food and cooking oil next to it. A friend visiting the hosts flagged 841 down to report chasing a bear out of the site minutes before. She was uncertain who's dog it was. She assisted 841 in cleaning up the food after which P20 was tracked to the adjacent campsite (A) standing next to a tent. The bear treed immediately when hazed. A trash can was discovered knocked over adjacent to where the bear was treed. Trash was strewn on the ground including food items. Bear scat was on the ground next to the trash. Further inspection of the site revealed other food/attractants left out including cooking oil, cocoa powder, cinnamon, a coffee urn, cooler with ~30 sodas, and several more trash cans with food items. Additionally, all other food associated with the camp kitchen was stored in a wooden trailer that had 2 side windows approximately 6""x6"" left open with food visible at the screen window. The whole camp kitchen smelled of bacon grease. No one was at the site. 841 called LE for assistance in securing the camp. The bear came out of the tree once LE arrived and 841 chased it further away with paintballs and communicated the food storage issues to V33. While discussing the campsite overall and concerns about the wooden ""food storage trailer"" with LE, some of the campsite occupants returned from climbing. We learned this was a YC group who had received a ""bear talk"" 3 times from: Sandy the camp host, Steven the YC liaison, and Wildlife Management staff the night before. Campers were confused as to why food was left out because the bear message had been reiterated so many times and understood it was unacceptable. They cleaned everything up. Campers informed NPS staff that they were in fact not actually responsible for the kitchen area, but that the ""camp cook"" (Renae and Mark) were hired for the event and in charge of the kitchen area and trailer. After approximately 1 hour at the site from initially chasing the bear, Renae arrived. 841 communicated what happened and expressed concern about continued use of the wooden trailer for food storage after stressing that the camp was left unsecured and the bear obtained food- the first time for this yearling at a campsite so it was just a matter of time before it would return, likely repeatedly, and that bears are designed to pull wood apart, that's how they forage, and that the trailer was not a reasonable or legal way to store food. Renae said that they had been using the trailer for food storage in the park for 20 years and hand never had an issue including last year at the same campsite and even in years where the bears were constantly in camp. V33 was unsure what the compendium stated as ""legal"" food storage. I mentioned I would follow up with my supervisor who had more experience and had been with the program the entirety of the claimed use of the trailer and therefore could verify whether it had ever been ""allowed"". During this conversation, P20 had approached camp again further down so 841 left to again chase the bear. During the time 841 was away from the campsite, V33 cleared the area and 841 talked to 840 who confirmed wooden trailers are pliable material and therefore not a legal way to store food. Since V33 cleared, 841 could not follow up directly on LE's stance, but did notice the bear locker trailer was parked in Yellow Pines and could easily be moved over to unload all the food from the wooden trailer. Upon 841's return to Campsite A, Mark (the man who owned the trailer) had returned and apologized for leaving camp unsecured since it had been his responsibility and he had simply forgot. 841 again explained everything to Mark explaining the plan to unload the food from the wooden trailer into the lockers. Mark was reluctant, again explaining that the trailer had worked for 20 years. 841 reiterated it was not compliant and that giving a bear unlimited access to a wooden trailer full of food (when they went to bed that night), the bear would absolutely gain access and be rewarded again for entering their campsite whereas the lockers would not allow the bear access to the food no matter how long he tried. I also added this bear is very hard to chase. Mark and Renae then mentioned they had an air horn to keep the bear away or offered to sleep in the trailer. 841 reiterated storing food in the lockers and ""guarding"" food is not a legal food storage method for obvious reasons (safety and food rewards for the bear if unable to scare). While talking to Mark, the Climbing Stewards returned to camp (Ethan, Gus, Maria?) and explained the dog leashed in their site was a friend visiting a different employee and were disappointed and upset about the food left out next to the dog. They promised to follow up with the friend. They also asked if I needed help. 841 gave them a quick tutorial on radio telemetry and asked them to locate the bear on the edge of camp if possible and keep him out. 841 ended the conversation with at Mark and Renae felt strongly that the trailer had been used for years without issue and therefore would continue to be OK. They were not disrespectful, just reluctant to change. In fact, Mark helped move the bear locker trailer over to their campsite kitchen area but felt if the wooden trailer would be ""allowed/legal"" that he didn't want to unload all of his food unnecessarily. 841 decided for the time being to leave everything secured in their trailer (doors and windows closed) and to follow up with LE shift supervisor for clarification on the food storage regulations and what would be enforced. The climbing stewards had located the bear high in a tree approximately 50 yards outside of camp toward Southside Drive, the direction the bear had been chased. 841 cleared from the area to try to follow up with LE and touch base with Wildlife Management night shift. 843 and 850 headed back out to Yellow Pines once briefed on the situation. In the 1 hour wildlife staff was absent from Yellow Pines, the bear returned at least 3 times. 841 got clarification from V20 that the wooden trailer does not constitute proper food storage. 841 communicated this to 843 who had already followed up in campsite A and helped them move the majority of their food to the locker trailer (with the exception of 2 large coolers that wouldn't fit). 843 stated the wood siding on the trailer was so old that light was visible filtering from the outside of the trailer in. 843 also believed the trailer to not be bear resistant. While 843 was out tracking the bear, LE also followed up with the site and had the contents of the coolers emptied of food into the food storage lockers. Between the time of the incident (around 11:00) and 20:00 hours, the bear returned no less than 10 times to the boundary of camp including approaching campsites with food out repeatedly in broad daylight. The bear was hazed repeatedly with yelling by campers, yelling and chasing by staff, paintballs, and noise makers. As of late last night, he had retreated to across Southside Drive by the Four Mile Trailhead. There is no question that the food reward obtained in camp changed the behavior of this bear who had previously only been seen on the outskirts of camp foraging naturally.",20,0
